x,y,sim1,sim2,sim3,sim4,sim5
4.375,1.375,1.2902385,1.360430241,1.056215644,0.878377855,1.289816022
0.875,1,1.11943686,1.062670588,1.016786814,0.928879559,0.979185641
8.125,9.875,1.006795406,0.800391138,1.288255334,1.054411888,1.157444477
2.125,5.625,0.986143351,0.990488887,1.120081782,0.772144735,0.934859872
8.5,9.375,0.983985841,0.884705305,1.146161556,1.112342358,1.052959085
0.375,8,0.750441909,0.826746643,1.231140018,0.809273422,0.763571322
8.5,6.375,0.99749577,1.351331115,1.073176742,1.004959345,1.167308331
10,4.875,0.893390894,0.453447372,1.174027562,0.978423297,1.271661043
7,3,1.129488468,1.132965565,1.263778925,0.857634842,1.186262488
2,7.375,0.748783231,1.028777957,1.094316006,0.880537391,0.891934037
9.375,7.875,0.952682555,1.209613085,1.272352457,0.992915452,1.11963439
2.125,9.25,0.715926409,1.391908407,1.012962103,1.079245806,0.731019258
8.625,8.25,0.987195134,0.995286405,1.127350092,1.161395907,1.125127316
5.375,3.75,1.281027555,1.163554072,1.212406993,0.872239947,1.004375696
3.5,7.625,0.803281009,0.393423915,1.07340157,0.862065196,0.821138859
4.625,1.375,1.253454804,1.207324862,1.061430812,0.891795516,1.351848245
8.25,7.75,0.897970974,1.091086507,1.161438227,0.981268644,1.097346663
6,3.375,1.20212698,0.998575449,1.174738288,0.845429599,1.148829103
5,4.75,1.18182981,1.175216198,1.170520663,0.850292206,1.122664213
8,6,0.969412684,1.349226236,1.035500407,1.157534719,1.206912279
7.75,7.25,0.977448761,0.981500626,1.213391304,0.934735298,1.030440807
3.625,3.25,1.373964548,1.448036075,1.167077541,0.864572346,1.025180459
9.5,10,0.937093139,1.353151321,1.172131777,1.104938269,1.053335905
3.875,9.25,0.805661976,0.761363149,1.08255434,1.244914889,0.89141494
9.5,2,1.070690513,1.197439671,1.087836266,0.949434936,1.269901752
5.625,5.75,1.058457255,1.210789084,1.302911043,0.929754138,1.037878394
8.625,6.5,0.98544246,1.54816258,1.03971982,0.981583595,1.17873323
0.875,9.375,0.794855177,1.06937623,1.049226761,0.93509686,0.654131889
2.25,3.625,1.138439178,0.890447199,0.991853654,0.852241993,1.064984679
8,5.125,1.063300848,0.978235126,1.008879662,1.029615164,1.27806282
8.625,1.625,1.169729233,1.055896759,1.088296056,0.994625866,1.226717353
4.875,5.25,1.16525948,1.330101132,1.164161921,0.745368659,1.052812457
7,4.375,1.104064345,1.200083137,1.217073321,1.052734137,1.26360023
6.375,6.25,0.979504943,1.279493928,1.206009984,1.086579442,1.108135104
6.375,9,1.052811027,0.99995321,1.297892094,1.104453325,1.064992309
1.625,9.875,0.708979964,0.720674932,0.960385501,0.97750169,0.604869187
1.375,5.25,0.984065175,0.613369405,1.175144076,0.799247265,1.0357548
6.5,1.625,1.245880008,1.446127057,1.357865214,0.83839041,1.229589939
8.5,4.75,0.983106375,1.621056795,1.012468457,0.966332436,1.314402342
1.875,2,0.987552404,0.955245376,0.818244636,0.907888055,1.026610851
8.875,8.375,1.029554725,1.290142894,1.152770042,1.113572001,1.129953265
2.375,8.375,0.776765883,1.101571918,1.042348623,0.972852826,0.867477
8.25,6.375,1.015263557,1.178313494,1.076653361,1.002988696,1.148778677
0.875,2.375,1.100705504,0.914486289,0.921655834,0.801975131,1.08933568
3,5,1.038296461,0.790883899,1.075439572,0.746181667,1.079294562
2.25,6.25,0.919668853,1.029449105,1.055926681,0.668527961,0.909487665
3.25,9.25,0.790457428,0.813518584,0.985596359,1.070422053,0.83209008
6.875,3.5,1.095442057,0.911777854,1.251368046,0.994876027,1.178207159
6.875,0,1.037695646,0.866038859,1.230998755,0.905233264,1.229272962
8.125,8.25,0.932961762,1.309158564,1.079214692,1.095899224,1.061287403
4.25,4.5,1.162379146,0.447196126,1.084404349,0.776782513,1.06559062
3,6,1.018574357,0.571386993,1.190738201,0.754279315,1.013096333
3.125,8.625,0.842526793,1.068742394,0.895453691,0.995041907,0.896858335
2.875,3.375,1.144629717,1.404735327,0.963882506,0.907000601,1.103462458
7,9.75,0.989990771,1.090075612,1.129855633,0.981275618,1.175061703
1.625,7.5,0.769109368,0.870547891,0.993816316,0.930603087,0.871965408
7.75,9.25,0.902661026,0.801123321,1.282862306,1.084471822,1.048378468
3.75,8.375,0.795324743,1.311386108,1.028633356,1.0198704,1.029083729
5.5,3.125,1.252653956,0.985171914,1.192141175,0.817970455,1.080796599
8.375,7.625,0.934554398,1.160072446,1.214122534,1.001202941,1.060189009
1.25,0,0.982693911,0.746553957,0.953003109,0.78297776,0.986488461
8,9.875,1.012794971,0.240877196,1.285721064,1.037328362,1.180534244
1.125,4.875,1.02967155,1.148560643,1.120972633,0.881028056,1.089993358
1.625,1.75,1.019890547,0.773272753,0.869729578,0.885518134,0.995636642
9.375,4,1.011818528,1.102824092,1.202116609,1.030704975,1.39891243
4.125,9.625,0.875786781,0.896742523,1.076176047,1.157512784,0.886686444
5.625,2.5,1.305952787,1.547565937,1.195090413,0.738287091,1.233617306
8.75,1,1.2563169,1.048192024,0.946103454,0.930038512,1.317968011
9.625,1.75,1.075445294,1.346582174,1.104161739,0.949186563,1.269168735
2.25,9.875,0.734449685,1.392681479,0.884750009,0.945026517,0.685962796
2.75,9.125,0.805119157,1.090393782,1.002402663,1.098388791,0.761959672
7.375,4.875,1.073954344,1.20512259,1.183811426,1.112629771,1.228455901
1.75,3.5,1.157020926,1.248963475,1.092879295,0.776401579,1.049133539
9.625,7,0.887754858,1.155348301,1.26659286,0.986671984,1.100230694
4.375,3.75,1.259931445,1.115549088,1.136772752,0.884520948,1.030660391
0.5,2.25,1.046921611,0.692605734,0.944998682,0.922724962,1.07370913
0.5,4.5,1.143775582,1.021470308,1.099235535,1.052140474,0.945689082
3.375,9.75,0.756644547,0.703857958,1.018069506,1.04457128,0.887930274
0.625,2.125,1.079039812,0.856147528,0.989956021,0.901255131,1.030358434
0.5,0.625,1.070165157,0.87752986,1.07012403,0.96491915,1.038790107
4.625,5,1.149296045,1.07194674,1.208415031,0.809554398,1.016524196
1,1.5,1.079679489,1.638489842,0.945916295,0.993440449,0.961175978
5,1.5,1.292016864,1.776691318,1.069511414,0.92403686,1.274579883
0.375,0,1.183432937,0.890680909,1.092535257,0.686887503,0.952209115
6.75,6.5,1.007540107,1.333121181,1.152694821,1.029437184,1.018436432
2.125,0,1.173604608,1.198919535,0.9419505,0.734886825,1.113684177
3,10,0.792545915,1.020073652,1.04804945,1.002259493,0.835121512
9.125,7.625,1.009007454,1.606927514,1.187503934,0.950279176,1.140214443
1.125,7.625,0.745660067,0.908399403,1.091003537,0.884568274,0.800998151
8.5,1.25,1.170866013,0.782738328,0.976644933,0.907509983,1.28802371
1.5,6.375,0.94088167,0.826350451,1.076765299,0.614506066,0.849262714
4.375,10,0.908653438,0.863225937,1.121892452,1.175825477,0.836599767
6.875,3.375,1.101395965,0.917545378,1.263044596,0.960155725,1.198106289
5,10,0.892212093,0.803096533,1.144247293,1.07423532,0.714313447
6.75,8.875,0.993108451,0.858820736,1.275535703,1.095024467,1.107962847
5.875,4.625,1.112632155,0.701212227,1.221658587,0.932390273,1.159048557
0.375,8.375,0.735391617,0.789007366,1.177808166,0.775517166,0.66373682
4.75,9.5,0.907090485,0.999602675,1.198598266,1.121968508,0.736241281
9.75,4,0.968037665,0.851038277,1.184037685,0.9419505,1.327528477
0.375,4.375,1.048457503,0.87820518,1.058529973,1.046805382,0.964238584
4.5,9,0.971660256,0.585923016,1.161297083,1.084150553,0.909414291
5,2,1.343502045,1.29649961,1.014739513,0.775866747,1.243606091
6.375,5.375,1.191824913,1.168986678,1.194556952,0.974322796,1.243576765
5.25,2.125,1.300737977,1.016480684,1.052903891,0.860460162,1.200003982
3.125,4.25,1.109072924,1.798052907,0.946377873,0.791569829,0.944820225
7.5,6.875,1.032164454,1.012147427,1.177831411,1.022119761,1.080491781
9.125,8.5,1.079646468,1.369089365,1.208365321,1.097475529,1.061610103
9.625,0,1.105348706,1.484511614,1.062583566,0.891077518,1.334414482
1.5,4.5,1.095548749,0.704578996,1.07638979,0.83096081,1.140053868
2.375,2.875,1.118083239,1.216186762,0.984585404,0.906487286,1.157075167
4.125,1.375,1.28174746,1.190613866,1.082393408,0.871359587,1.280908823
9.875,6.25,0.877852857,0.843113303,1.220625401,1.074743629,1.21315372
5.375,4.625,1.188204765,1.369653344,1.264223695,0.87166208,1.104346156
7.5,2.125,1.16137898,1.0938375,1.327397823,0.864186525,1.325160861
2.125,5.875,0.947797775,1.059703469,1.145858049,0.685952902,0.945311308
1.25,7.875,0.747036755,0.817297161,1.088379025,0.979785502,0.861233532
0.25,7.375,0.829008639,1.017418265,1.15623796,0.846852958,0.862379909
1.75,4,1.123085737,0.80234915,1.007994175,0.803242683,1.014416456
5.625,5,1.178088665,1.093571067,1.322063923,0.870842874,1.036730528
4.125,0.875,1.251578331,1.161910534,1.138041019,0.876088619,1.27849412
8.125,2.125,1.126265764,0.885381043,1.146034002,1.007022142,1.225523472
2.125,6.625,0.877866328,1.119893551,1.038791776,0.727834046,0.859385967
6.125,0.875,1.178895831,1.296753287,1.316250086,1.005425215,1.404640317
3.375,3.625,1.196478724,1.075743556,1.037355423,0.940213561,1.071402192
4.625,0,1.202433348,0.673867822,1.260650277,0.815337777,1.209149003
2.5,0.5,1.284861922,0.868360758,0.906538844,0.741894543,1.064435482
4.5,6.625,1.034528255,1.033245921,1.195194006,0.884503067,0.868609667
3.375,0.125,1.210003972,0.079283103,1.057450414,0.838667929,1.209175348
0.375,7.75,0.798818052,1.066169739,1.157735348,0.843108892,0.833389878
6.625,4.75,1.082282066,1.612238884,1.206826925,1.015479565,1.223173141
6.5,5.75,1.075811982,0.656616926,1.26598227,1.008474588,1.187072158
1.375,1.625,1.000244975,1.185078502,0.856903434,0.93247062,0.99464649
4.625,9,0.958458066,0.242527068,1.15732348,1.112435818,0.877171338
2.125,8.375,0.665247679,1.107206941,0.984390616,0.936709583,0.791222334
2.25,0.5,1.170123577,1.088003874,0.980245531,0.769263387,1.058961272
2.5,8.75,0.826436341,0.939774692,0.961210668,0.971645296,0.788288414
4.75,9.125,0.96336633,0.188276872,1.152301788,1.125795364,0.823083699
5.375,6.5,0.908210397,0.992131114,1.329615235,0.965972424,0.95216161
6,2.875,1.227570653,1.377298832,1.269574761,0.812846124,1.216721177
8.625,1,1.192523003,1.011498451,0.911780775,0.945124626,1.336126089
4,3,1.34126842,0.901978791,1.085671186,0.795550287,1.041675448
4,10,0.874960423,1.029543042,1.066331148,1.168075562,0.872505188
2.875,2.375,1.183449864,0.992459059,0.858571231,0.816105545,1.036898494
8,1.125,1.174619198,1.470085025,1.078183055,0.92968899,1.337496638
2.625,1.25,1.228826404,0.992864072,0.830269575,0.964825451,1.030016184
2.5,6,0.948863387,1.55865252,1.185539007,0.716061473,1.015107155
6.375,3,1.218616962,1.278637409,1.279095769,0.871721268,1.199103832
3.875,6.75,0.971361876,0.203394666,1.028162599,0.823213935,0.923990488
8.5,2.875,1.054294586,0.804154158,1.167139411,0.969210029,1.276136518
6.125,5.625,1.16092968,1.219191194,1.310107946,0.932616234,1.135314226
5.5,10,0.883947849,0.709725499,1.255739927,1.072276473,0.736713171
5.625,9.125,0.997429192,1.22025454,1.301113844,1.085034966,0.943524122
0.75,0.625,1.070052028,0.705364823,1.08957994,0.905804276,1.034457922
7.75,1.875,1.248271942,0.94691658,1.200098872,0.926413059,1.277249455
5.875,1.125,1.20834887,1.215672374,1.336250067,0.970429122,1.4041996
4.125,8.75,0.922391891,0.938914657,1.122116446,1.109079003,0.964101136
8.25,7,0.96455586,1.136897802,1.122997522,1.04940033,1.148351789
7.875,9,0.954607844,0.682201743,1.092379808,1.074913144,1.140370369
4,0.625,1.244756579,0.523483038,1.052923918,0.869042754,1.365324616
2.75,7.25,0.894376516,0.731010258,1.070682049,0.84311378,0.781324029
9.625,5.5,0.957553327,0.728265047,1.11494863,1.060318589,1.264155984
8.25,7.25,0.997294247,1.537302971,1.215809703,1.006174922,1.085111141
6.5,6.5,1.004704237,0.874917328,1.223290443,1.068005085,1.059442639
2.25,2.875,1.116236448,1.31236732,0.97613585,0.880840361,1.153887987
4.625,4.875,1.140971065,1.337671399,1.217497945,0.805481195,1.066021085
8.25,0.5,1.105954409,1.429204583,1.013117433,0.992092729,1.161835313
2.75,6,0.995749414,0.903742015,1.199382186,0.739466846,1.015986085
9.25,5.375,0.923586845,0.625896513,1.024419904,1.054349661,1.273414612
8.125,5.25,1.073930383,0.743996322,1.034387231,0.99031055,1.280495048
0.75,3.375,1.118273139,0.787309825,1.071112275,0.943230391,0.969465733
9,6.875,0.954530537,1.117254615,1.147293568,1.128881335,1.144109607
3,7.125,0.939597249,0.647759855,0.91862005,0.814608872,0.868262887
9.125,9.75,0.983251035,1.19819665,1.175518036,1.067854762,1.07713604
5.75,6.75,0.861440599,0.975625277,1.314910889,1.026401043,0.939030409
3.875,7.625,0.897651613,0.436764032,1.048837662,0.91951263,0.926903963
8.75,6.75,0.938585997,1.216014385,1.089191794,1.036399126,1.12387681
0.125,9.75,0.855007291,1.231698871,1.117446542,0.966021955,0.737059832
2.875,4.25,1.099446297,1.18317318,0.963268876,0.773295879,1.017183423
2.375,9.625,0.635777831,1.331866145,0.923715889,1.009921312,0.677439153
7,7.125,0.952719569,1.231502533,1.256847143,0.898254156,1.085505962
4.75,3.125,1.317750573,1.11696136,1.117162228,0.814581037,1.10411644
0,5.75,0.928232074,0.925357461,1.214212179,0.72598207,0.931858599
2.125,3.75,1.144848704,1.127042174,0.915091395,0.800760269,1.030615568
5.375,1.875,1.265799046,1.669386029,1.186647415,0.876026928,1.21198225
3.375,10,0.763245285,1.185944676,1.046676993,1.096636534,0.868614316
0,0.625,1.159595847,0.950270295,1.079671264,0.820594609,0.909283996
1.125,3.625,1.170534611,0.794526279,1.045353055,0.834246039,1.066203237
9,2.5,1.089383483,1.151872993,1.144822955,0.964129925,1.243199468
8.625,3.625,0.956294656,1.210773468,1.258654952,0.951627016,1.308848262
7.875,0.375,1.131305814,1.367597342,1.063415527,0.884516656,1.246157527
3,0.625,1.261502504,0.490736455,0.883012116,0.806733489,1.15203476
0.375,1.375,1.119299293,0.84631443,1.129305601,0.910433829,0.961814702
5.25,9.625,0.919822574,0.943837881,1.189583063,1.089012027,0.825505555
5.5,9,1.013599277,0.89040482,1.29262805,1.12280488,0.888990402
9.25,5.25,0.867224634,0.723902166,1.017513871,1.066141367,1.241796017
3.875,5.125,1.166125536,1.199033499,1.215752959,0.802420795,1.075398922
1.25,4.625,1.0896312,0.898367941,1.115548849,0.828459799,1.119911551
8.625,8.375,0.929095089,0.834598124,1.170927882,1.10351491,1.086591125
3.75,1.625,1.408105969,1.118129015,1.033163548,0.862657785,1.162977338
4,3.125,1.389085412,0.680140734,1.102829576,0.778296769,1.055895567
9.5,4.75,0.944187522,1.001031876,1.109290957,0.947524548,1.339662671
1,5.25,1.030517101,1.023399353,1.219228983,0.82021302,0.957280397
3.625,7.75,0.839741766,1.029196382,1.017620802,0.861944616,0.936341166
4.375,7,0.999108613,1.255465746,1.137490392,0.945689142,0.829115868
7.75,6.5,1.024634004,0.858927369,1.138172388,1.023350716,1.136989236
7.875,7.875,0.859662533,1.134516597,1.120097637,0.968823314,1.007039309
3,5.75,1.007792234,0.777354777,1.171518803,0.778971076,0.972471893
6.125,7.625,0.926288366,0.794068992,1.283765316,1.143608212,1.001345754
7.125,2.625,1.129018188,0.458018869,1.267009735,0.778323591,1.243903518
10,0.5,1.195343375,0.62964958,0.986099362,0.912683427,1.272212386
7.75,7.5,0.940990984,1.022711873,1.226914883,0.973402977,1.013546944
2.625,0.625,1.257359624,0.638951242,0.869184315,0.775781274,1.067664027
4.5,5.25,1.175604582,0.926544547,1.200833559,0.775845766,1.010183215
0.125,1.5,1.075676799,0.946705401,1.125616431,0.89891696,0.968290448
2.75,4.375,1.092745543,1.163702726,0.910007656,0.78827095,1.012203932
9,8.875,1.017183304,1.374423385,1.159721971,1.077836394,1.011562705
6.875,4.125,1.127953887,1.068295956,1.195049405,1.008345604,1.245942116
6,7.625,0.949048102,1.166792512,1.294288993,1.176240444,0.976237357
9,7.25,0.954915166,1.307361603,1.189247847,1.060151935,1.177830219
0.125,5,1.048491597,1.330403686,1.144869089,0.914880097,0.883353889
9.75,8.5,1.011924744,1.153612494,1.263916135,1.008633137,1.052217007
5.25,3.625,1.278227568,1.227322459,1.234263539,0.890966654,1.021620154
1.25,6.625,0.948253393,0.887161195,1.179534912,0.754139006,0.810118318
9.125,2.375,1.156962514,1.18254745,1.131303787,0.987734079,1.238110781
4.875,0.25,1.214596629,0.420637667,1.316216707,0.910245121,1.250592589
6.375,7.875,0.849423826,1.111743331,1.270751953,1.007615685,0.962741435
4.75,4.625,1.162384987,1.054379582,1.139830589,0.867600799,1.134818673
7.5,3.75,1.16006887,0.486562222,1.27926898,0.911394656,1.31752944
4.625,8.375,1.013847947,0.918274462,1.135608435,1.143228292,0.96525532
3.875,1.25,1.277863979,0.897499979,1.105967283,0.800863028,1.247556329
3.5,6.75,0.975667655,0.741081715,0.994658113,0.803968966,0.860995531
1.625,6.375,0.936887085,0.85005492,1.08375597,0.646120787,0.888258994
7.75,2.875,1.023733497,1.144456625,1.206311345,0.848406672,1.230276346
1.25,1.375,1.048274279,0.831995785,0.886294246,0.946453393,0.940565646
2.125,7.75,0.712198377,0.956606209,1.036274314,0.830645204,0.863582909
6.5,1.25,1.245041966,1.312042356,1.257719755,0.832819939,1.329101563
6.625,5.625,1.151466846,0.865105569,1.201027274,0.939902127,1.219050527
2.875,2.625,1.199469924,1.123150468,0.913703322,0.851398945,1.152746558
1.75,7.625,0.716296732,0.568227649,1.014677882,0.863393843,0.908899426
2.125,7.625,0.642176986,1.243327856,1.096086264,0.779325008,0.859592855
3.75,6.125,0.952159464,0.42815432,1.178905845,0.818067968,0.993017733
9.625,5,0.929844439,1.116622806,1.058280945,0.99401927,1.309152365
9.125,2,1.096505523,1.049350619,1.089961529,0.974339902,1.233638525
6.875,8.875,0.97261548,0.99667573,1.301928163,1.048154116,1.084550619
3.125,3.75,1.164737344,0.940088689,1.000381351,0.895478308,1.139636397
6,7.375,0.848509371,1.036556363,1.242244601,1.138665795,1.025127411
0,0.25,1.055956602,1.049342632,1.141821265,0.750940144,0.884759545
8.625,3,1.094560862,1.200452805,1.20159626,0.954506934,1.257386088
2.375,9.375,0.656421661,1.055405378,0.978641331,1.066146135,0.697713017
0.75,7.75,0.733882546,0.933252573,1.152233124,0.866705477,0.740702331
4.75,2.75,1.307399154,1.224650741,1.073182702,0.804353237,1.161655426
0.375,7.625,0.841250777,1.139191747,1.152755618,0.815730214,0.77838397
0.5,3,1.114812255,0.783429921,1.004721403,0.868716359,1.021841645
5.375,3.875,1.32498908,0.822328925,1.248715878,0.86431247,1.006126523
9.75,7.375,0.862315178,1.445325732,1.390152097,1.012811303,1.238256216
5.75,2.25,1.292332053,1.026774526,1.270265698,0.733664334,1.2140764
9.125,2.125,1.107717395,1.168987513,1.073243856,0.972003579,1.23750186
9.875,3.5,1.013952017,1.454243422,1.19595015,0.978131413,1.31172514
3.125,8.25,0.818842113,0.525913239,0.984136343,0.966360092,0.921699464
10,8.875,1.048784494,0.761978924,1.177640319,1.103121042,0.984764099
2.75,3.5,1.15794003,1.210802317,0.963497818,0.892008722,1.10093832
7.125,9.125,0.967416763,1.379390717,1.286474466,1.116922021,1.091797829
0.875,7.5,0.785742581,1.308380127,1.142372131,0.871337354,0.787485957
4.25,0.5,1.255615711,1.133609653,1.197824717,0.858980477,1.413776278
4.75,2.125,1.347037196,1.759630799,1.062815666,0.707419693,1.197110415
3.25,1.375,1.266096473,0.984300792,0.975741506,0.902068973,1.170760751
5.875,3.375,1.17632699,1.073920727,1.140136242,0.840164781,1.089944005
2.375,6.875,0.848225296,0.932703674,1.131554246,0.83709985,0.817411721
0.875,7,0.738041103,0.896652579,1.192075014,0.861049235,0.748740137
8.875,1.375,1.209470391,0.998926461,1.001775861,0.946660757,1.246106148
3,8.75,0.839137197,0.923825681,0.927079499,0.964749098,0.845254183
2.75,7.125,0.968144357,0.931488633,1.011043191,0.848325133,0.819085121
5.375,2.625,1.26789856,1.35861671,1.186070323,0.703671396,1.21710515
3,6.25,0.998165488,0.968130827,1.053257108,0.743866801,0.954974651
5.75,0.5,1.146070361,0.939775944,1.369894147,0.93979156,1.377445102
8,4.75,0.983170569,1.300422072,1.061554432,1.057476282,1.223978519
7.25,8.125,0.876131117,0.88160187,1.296852231,1.022982597,1.006158471
8.875,7.25,0.989285946,1.59852612,1.207974195,1.096143961,1.205869436
9.5,2.125,1.077167273,1.287883401,1.171421051,1.046811819,1.259637356
4.5,9.5,0.9060812,1.064721942,1.135243893,1.170884013,0.81428802
1.5,6.75,0.8489604,1.222674489,1.116072178,0.72140789,0.797932625
1.625,7.625,0.739403725,0.686441541,0.981018424,0.937425792,0.898472309
7.375,2.625,1.116607547,0.931879222,1.237928629,0.756786644,1.324539304
5.25,2.625,1.258944988,1.085057259,1.189329386,0.729275286,1.254391909
1.375,7.375,0.759855509,1.438547134,1.090342283,0.883695245,0.916703165
7,7.25,0.942008495,1.336697936,1.231078267,0.930563629,1.082236886
4.875,0.375,1.229667068,0.852884769,1.313784361,0.928473949,1.326995492
0.25,4.25,1.110281944,0.849274039,1.056509614,1.017225027,0.959419429
6.875,6.25,1.076857209,1.007327199,1.174715042,1.085137963,1.072534084
9.625,8.875,1.003100991,1.01091671,1.220380187,0.993024886,1.064008951
2,3.875,1.126052141,1.325905561,0.983367801,0.791676283,1.045880198
0.25,1.25,1.067001462,0.955765486,1.121488094,0.861014724,0.955149472
7.25,5,1.092457533,1.366443515,1.162114739,1.090596914,1.313812017
7.625,8.25,0.925082743,0.911283076,1.171882987,1.082575917,0.959023058
4,4.375,1.21325767,1.17812264,1.085362196,0.655371547,1.120473146
4.375,6.5,0.977805018,1.16177249,1.226489782,0.87799567,0.870781779
0.875,1.625,1.05351162,1.641126513,0.969185233,1.010671616,0.920466542
5.375,2.5,1.25954175,1.554225802,1.166525245,0.762798309,1.24038744
8.75,3.25,1.039396048,1.540605068,1.177707195,0.967929065,1.214151382
2.125,0.375,1.152561426,1.029994845,1.005794048,0.803881645,1.028666019
0.625,0.875,1.043321729,1.120011449,1.080825567,0.936124027,1.056200266
9.75,2.25,0.93305254,1.386128426,1.178324819,1.013205528,1.298516631
8.875,0.875,1.237751722,1.010077,0.941627622,0.900534451,1.310949922
0,4.25,1.102239251,1.068920732,1.02705884,1.021683335,0.942803979
2.125,7.375,0.71618396,0.90425849,1.135187268,0.789212286,0.871528566
3,2.625,1.218003392,1.181484222,0.917389691,0.795464873,1.080979347
7.75,0.25,1.145867467,1.379455328,1.13553679,0.877949655,1.236762166
9.5,6.625,0.952845454,0.687475801,1.112877131,0.99303472,1.229431987
9.625,3.625,1.066378474,1.40241313,1.178709984,0.998758197,1.299275398
5.5,2.5,1.288940907,1.549321413,1.19615531,0.750848472,1.231008053
7,8.625,0.933087111,0.838895738,1.328796983,1.066391587,1.015126586
1.625,1.875,1.017149806,0.715065718,0.857480586,0.873784542,1.009208679
9.5,6,0.855727971,1.007638574,1.121948838,1.041637778,1.22830236
7.25,2.375,1.183073044,0.760367095,1.275101185,0.811485767,1.259579778
7.25,0.75,1.164445043,1.590622067,1.129213333,0.954876482,1.293224812
7.5,7.375,0.882337511,1.09569037,1.191835761,0.977580786,0.994879842
3.75,4.375,1.127912879,0.444792509,1.11383152,0.758370519,1.103818655
5.875,3.5,1.212933779,1.241880536,1.143857002,0.867310107,1.104860425
5.125,6.75,0.900693536,1.066488385,1.238339186,0.942010164,0.843328178
3.375,0.75,1.205400705,0.517616868,0.943807423,0.860627711,1.1450423
10,4.125,0.915757418,0.733054399,1.195149541,1.005531192,1.315419912
8.875,5,0.977809668,1.04451108,1.120203972,1.004392862,1.200523734
9.75,5.375,0.934902251,0.71878022,1.14498198,0.989325345,1.217135429
9.5,7,0.935878456,0.96316731,1.234335542,1.027942657,1.164208889
9.25,6.125,0.8237378,0.676437914,1.151728511,1.030634642,1.242780566
8,3.875,1.005509019,0.659169137,1.354319215,0.969807506,1.292378426
4.875,7.25,1.044308066,1.241473675,1.138693929,1.051649451,0.842101634
4.125,0.625,1.20119369,0.787791193,1.129257083,0.879405141,1.388823748
7.375,0.625,1.155931354,1.54697907,1.158369422,0.929409385,1.32898891
2.25,5.875,0.948202133,1.03786099,1.164645791,0.727635741,0.969418705
8.625,2,1.129249096,1.111724615,1.156738162,0.961018503,1.212700486
6.375,8.5,0.965265393,0.922064841,1.397544146,1.096611261,1.032838702
4.75,5.75,1.057554245,1.1949085,1.190886974,0.832702816,0.979632974
9.625,8.375,1.068010449,1.342133045,1.228440523,1.008324265,1.087769508
7.375,6.25,0.978502154,0.833448172,1.144039631,1.057191253,1.098770618
6.375,6.5,0.976641715,0.711173832,1.17087543,1.009335518,1.048118591
9.375,5.875,0.880186319,0.748124242,1.097106934,1.104661345,1.253114223
4.875,6.375,0.994413853,1.102297425,1.249019623,0.841806054,0.874598682
0,7.125,0.91883707,0.633346319,1.20916605,0.764317095,0.888117015
0.375,4,1.157727957,0.949859798,0.998200417,1.017437339,0.996431231
6.25,7.875,0.882662475,0.816396117,1.317590714,1.123335838,1.029688716
7.75,8.625,1.021947503,1.037298799,1.118498087,1.022636175,1.070652485
7.5,1.25,1.180739403,1.245858908,1.198333383,0.95844084,1.309966445
5.25,4,1.306059241,0.876987815,1.25414741,0.845497966,1.038105369
5.75,3.875,1.254377484,1.157585144,1.16380024,0.887113631,1.0372684
0.5,8.25,0.714655221,0.774639189,1.162955403,0.752411425,0.712223232
4.25,4.125,1.201296926,1.187546015,1.095957637,0.722250164,1.058935285
3.625,5.75,1.012418628,0.858207047,1.21698761,0.776943386,0.976513088
6.125,6.125,0.931670427,0.980549991,1.239011407,1.039523721,1.041359663
1.625,6.625,0.854912937,1.183321953,1.112653255,0.718961418,0.86197716
6.625,5.5,1.125897765,0.807527959,1.222683668,0.956572056,1.236068487
3.125,0,1.173740387,0.137943134,0.927295923,0.763734758,1.164502382
3.25,3.125,1.322940707,1.521314979,1.094420671,0.83783406,1.0922966
1.75,1,1.078375816,1.080847025,0.889191389,0.893752038,1.133529186
4.375,4.5,1.120200872,0.703644514,1.143998861,0.827453136,1.081830382
4.625,0.125,1.225104332,0.328151524,1.237255692,0.817041099,1.232985258
7,3.625,1.110797763,1.058717012,1.209954262,0.95712769,1.229686618
6.75,10,1.007040262,0.688634872,1.173029304,1.010372281,1.060384512
9.25,0.5,1.077630639,0.911282957,0.935649097,0.983429611,1.251658797
1.875,7.5,0.744250655,0.788813055,1.05634582,0.827341914,0.883477628
1.75,0.5,1.132975221,1.325439453,0.897044599,0.931608319,1.042465568
5.875,4.125,1.188852191,1.079223633,1.203274012,0.81917578,1.102488279
8.125,8,0.941566288,1.017620206,1.128604293,1.017680049,1.081509829
9,7.125,0.956725895,1.274075389,1.198376536,1.083996654,1.200241089
8.625,6.375,0.985380888,1.513931036,1.06027329,0.998714089,1.161485791
6.375,9.125,1.027739882,0.946204603,1.30714488,1.10950613,1.012517571
8,8.25,0.898514152,0.7926597,1.083620906,1.050699949,0.954181552
9.75,6.25,0.869441986,0.772742748,1.197854877,1.071370125,1.228829026
9.25,8,1.025365233,0.926014602,1.311617374,1.001052499,1.146100163
2,3.25,1.126027584,1.253982425,1.183468461,0.82103157,1.186089635
5.625,8.5,1.035430908,0.694635332,1.316154003,1.107873201,0.948364317
6.375,5.875,1.07184124,0.848468542,1.239705324,1.005800843,1.175638556
8.75,2.75,1.083908558,0.97328335,1.184320092,0.972050667,1.317731261
