addresskey,name,goog_lat,goog_lng,place_id,vicinity,price_level,rating,types,user_ratings_total
303264071,The Back Bar,51.4748498,-0.0270693,ChIJAQ02pfUCdkgRg5SDk69FsFM,"Willshaw St, London",,2.5,"bar,point_of_interest,establishment",2
311137071,Fellowship and Star,51.4327514,-0.0198303,ChIJE9b4hIoBdkgRDmqqC7YXCCE,"Randlesdown Rd, London",,4.4,"bar,point_of_interest,establishment",216
315400088,Warwick Castle,51.5220184,-0.1837933,ChIJo1EeGKkadkgRF6qptUS7DjI,"6 Warwick Pl, London",2,4.3,"bar,point_of_interest,establishment",618
316825000,Danson Stables,51.457962,0.1176532,ChIJAefDjOuu2EcRqA8ZZXbIyqA,"Danson Park, Bexleyheath",1,3.7,"bar,restaurant,food,point_of_interest,establishment",808
318037053,The Three Hammers,51.621482,-0.233955,ChIJU0JZox8XdkgR45HyxLFj750,"The Ridgeway, Hammers Ln, London",2,3.7,"bar,restaurant,food,point_of_interest,establishment",521
318386053,The Osidge Arms,51.6318778,-0.1432583,ChIJbf3OPKgZdkgR7VgPlIYeaOo,"Hampden Square, Osidge Ln, London",2,4,"bar,restaurant,food,point_of_interest,establishment",359
318810088,The Bridge House,51.5210255,-0.1843039,ChIJS9uSbqkadkgRoNBhUNvzlA0,"13 Westbourne Terrace Rd, London",2,4,"bar,restaurant,food,point_of_interest,establishment",472
318884088,The Kings Head,51.5196539,-0.150181,ChIJWxbNLdIadkgR8zefrLvBPmI,"13 Westmoreland St, London",1,4.3,"bar,restaurant,food,point_of_interest,establishment",152
318902071,Railway Tavern,51.4279978,-0.0332031,ChIJcwOBi4gBdkgRJhgrGpOTUcM,"401 Southend Ln, London",,4.4,"bar,point_of_interest,establishment",109
319826081,"The Bell & Crown, Chiswick",51.4869954,-0.2831294,ChIJi6rWR3YOdkgRxNWMSFMSEgY,"11-13 Thames Rd, London",2,4.5,"bar,point_of_interest,establishment",889
319851081,The City Barge,51.485076,-0.278981,ChIJm5H6p3cOdkgR0EXqdNaO6Ic,"27 Strand-On-The-Green, London",2,4.4,"bar,restaurant,food,point_of_interest,establishment",759
321649071,Railway Telegraph,51.4421043,-0.04757,ChIJmZ0_cM0DdkgRibs5nuPgYzI,"112 Stanstead Rd, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",255
322158071,The Station Hotel,51.4530296,3.66E-05,ChIJuVMEX3UCdkgR3-Fkeu8DKjQ,"14 Staplehurst Rd, London",,4.1,"lodging,bar,restaurant,food,point_of_interest,establishment",778
322720075,Manor of Walworth,51.4909236,-0.097671,ChIJPVJp5J4EdkgRIEGP0x5q1_U,"140 Walworth Rd, London",,4.6,"bar,point_of_interest,establishment",215
324949071,Golden Lion,51.4255905,-0.0476286,ChIJrfcDy3gBdkgRxeU-Qi6FE_M,"116 Sydenham Rd, London",2,3.9,"bar,point_of_interest,establishment",224
325302071,Royal Standard,51.4736129,-0.0272274,ChIJh63fj_UCdkgRzlkE-wXKCyk,"86 Tanner's Hill, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",88
326949000,The Music Box,51.5032164,-0.4408244,ChIJi1ehyG9ydkgRhNXS3KKvXhc,"Bourne Ave, Hayes",2,4.3,"bar,restaurant,food,point_of_interest,establishment",163
330727071,The Wickham Arms,51.4686072,-0.0327208,ChIJic92JFoCdkgR1vWxmEfA_6M,"69 Upper Brockley Rd, London",1,3.9,"bar,point_of_interest,establishment",137
331025084,The Swan,51.412603,-0.3108222,ChIJi_QagpYLdkgRMHSZAvi4NLk,"22 High St, Hampton Wick, Kingston upon Thames",2,4.3,"bar,restaurant,food,point_of_interest,establishment",196
331046084,The Foresters Arms,51.4129381,-0.311374,ChIJOR--v5YLdkgRSFiGaVXQDI0,"45 High St, Hampton Wick, Kingston upon Thames",,4.3,"lodging,bar,restaurant,food,point_of_interest,establishment",310
331395088,Lord Wargrave,51.5180665,-0.1657195,ChIJZzN3mLUadkgRTq6FgBWgrKc,"40-42 Brendon St, London",2,4.5,"bar,restaurant,food,point_of_interest,establishment",797
332048088,The Crown & Sceptre,51.5192813,-0.1407883,ChIJi2QnCSobdkgRNpkX5f-iP-I,"86 Great Titchfield St, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",606
332759082,The Beaconsfield,51.4970528,-0.2121701,ChIJDTc50MEPdkgRx7ZgdEiIMSs,"24 Blythe Rd, London",2,3.8,"bar,restaurant,food,point_of_interest,establishment",177
335059088,The Champion,51.5168583,-0.1372792,ChIJ23YGECsbdkgRsjtRbmv3K8A,"12-13 Wells St, London",1,4.3,"bar,point_of_interest,establishment",527
335632088,Three Tuns,51.5145361,-0.155979,ChIJDUNZKTMFdkgRq1ybzxudQwE,"1 Portman Mews S, London",2,4.3,"bar,point_of_interest,establishment",1131
336670081,The Brewery Tap,51.48242,-0.306195,ChIJVYa1-rcNdkgRKpnrSkN03Vs,"020 8568 6006, 47 Catherine Wheel Rd, Brentford",1,4.3,"bar,restaurant,food,point_of_interest,establishment",213
338928081,The Beehive,51.4835865,-0.3062151,ChIJLSjgBLgNdkgRUVPMAHKEi5I,"227 High St, Brentford",2,3.8,"bar,restaurant,food,point_of_interest,establishment",131
339299081,Express Tavern,51.4890966,-0.2879103,ChIJsdL9p94NdkgRZ8KTcXfm7Fw,"56 Kew Bridge Rd, Brentford",2,4.5,"bar,point_of_interest,establishment",892
339763075,The Old School Yard,51.5003401,-0.0880223,ChIJWRzJ4VsDdkgRMHSiUrObgpM,"111 Long Ln, London",2,4.1,"bar,point_of_interest,establishment",418
340070081,The Brook,51.4882787,-0.3046688,ChIJP0mwGy4NdkgRak6fx9UFJQg,"38 New Rd, Brentford",,4.7,"bar,point_of_interest,establishment",63
340345082,The Prince Albert,51.5095518,-0.1975202,ChIJG5VyffsPdkgROvLpdQ7mg3A,"11 Pembridge Rd, London",2,4,"bar,restaurant,food,point_of_interest,establishment",830
340601075,Flowers of the Forest,51.4987097,-0.1064558,ChIJbXIEpbwEdkgR8qZPbMBm5sA,"14 Westminster Bridge Rd, London",1,4.1,"bar,restaurant,food,point_of_interest,establishment",173
340774075,The Beehive,51.4637625,-0.1144775,ChIJRb2tSmYEdkgRGUJloXRZk0w,"407-409 Brixton Rd, London",1,3.8,"bar,point_of_interest,establishment",1148
341103081,The Globe,51.4905556,-0.3097222,ChIJ28VP8b4NdkgRXGr4FI4zkA0,"104 Windmill Rd, Brentford",2,4.5,"bar,restaurant,food,point_of_interest,establishment",864
344737000,O'Neill's Kings Cross,51.528936,-0.1261751,ChIJ2fE9pzsbdkgRQDoE6r7vcoE,"73-77 Euston Rd, London",NA,4.1,"bar,restaurant,food,point_of_interest,establishment",3524
346220082,"The Blackbird, Earl's Court",51.4918089,-0.1921749,ChIJXcwTDYsPdkgRg7n6lHDrSok,"209, London",,4.4,"lodging,bar,point_of_interest,establishment",1594
347489053,The Cavalier,51.6296946,-0.1579058,ChIJMRheE7oZdkgR5ZMJeI4aA1w,"67 Russell Ln, London",2,3.4,"bar,point_of_interest,establishment",122
347581075,Mulberry Bush,51.5071945,-0.1102939,ChIJF_gtIrEEdkgRah33HnsVXY8,"89 Upper Ground, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1142
347968084,The Ham Brewery Tap,51.4363289,-0.3113896,ChIJWZveUHEMdkgReop2FhRjPmE,"4-6 Ham St, Richmond",,4.5,"bar,point_of_interest,establishment",75
348782081,Green Man,51.4655458,-0.4169548,ChIJyV2DQL1zdkgRGOQoyZca1jg,"Green Man Ln, Feltham",1,4.1,"bar,point_of_interest,establishment",587
349233084,The Orange Tree,51.4642487,-0.3015346,ChIJ3WC6GzcMdkgRXktRmVfgXww,"45 Kew Rd, Richmond",,4.1,"lodging,bar,restaurant,food,point_of_interest,establishment",979
349480084,Old Ship Richmond,51.4597015,-0.3066423,ChIJPZ2rnkcMdkgRcMo8U2D3DNs,"3 King St, Richmond",2,4.3,"park,bar,point_of_interest,establishment",1079
349784081,Airman,51.4460485,-0.4008645,ChIJ6ZKic2xzdkgRkrZe-dRehec,"Hanworth Rd, Feltham",1,4,"bar,point_of_interest,establishment",50
350409053,The Spaniards Inn,51.569902,-0.173975,ChIJix2arm8adkgR6AQ5Md_aF8Y,"Spaniards Rd, London",2,4.4,"bar,restaurant,food,point_of_interest,establishment",1907
350933084,The Crown,51.4663039,-0.291938,ChIJwWR0ay4MdkgRKc7cOoXnZ38,"128 Lower Mortlake Rd, Richmond",2,4,"bar,point_of_interest,establishment",83
351530000,The William Morris Bar & Kitchen,51.5911863,-0.0077305,ChIJYVhjTPoddkgR15etZj7FA8I,"807-811 Forest Rd, London",2,4,"home_goods_store,bar,restaurant,food,point_of_interest,store,establishment",210
352299082,The Sporting Page,51.4845889,-0.17945,ChIJA5NU52QFdkgRft_qnERe2BI,"6 Camera Pl, London",2,4.4,"bar,point_of_interest,establishment",269
353354082,Old Suffolk Punch,51.4886897,-0.2229952,ChIJQbH-_rkPdkgRa3pS9MqdVh4,"80 Fulham Palace Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",330
354006084,Rose Of York Pub & Hotel,51.4506296,-0.3001919,ChIJjZfqYxMMdkgR7MeKdeITFUM,"Petersham Rd, Richmond",,4,"lodging,bar,point_of_interest,establishment",258
355014084,Roebuck,51.4524462,-0.2985696,ChIJ87ob7j0MdkgRliyS5YzB9a8,"130 Richmond Hill, Richmond",NA,4.4,"bar,point_of_interest,establishment",983
355269084,The White Cross,51.4589375,-0.3083072,ChIJW6LQDkcMdkgRLyBmYJ3BpZc,"Riverside, Richmond",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1543
356757084,Red Cow,51.461712,-0.296875,ChIJtYixnzoMdkgRbELVURsm67M,"59 Sheen Rd, Richmond",,4.3,"lodging,bar,restaurant,food,point_of_interest,establishment",282
357305075,Dogstar,51.461714,-0.111912,ChIJ9xwiu2gEdkgRQdTDjYN8JJA,"389 Coldharbour Ln, London",2,3.7,"night_club,cafe,bar,restaurant,food,point_of_interest,establishment",710
357535084,The Mitre,51.4630554,-0.2914465,ChIJhXsZly8MdkgRO6oi62aBsiU,"20 St Mary's Grove, Richmond",2,4.7,"bar,point_of_interest,establishment",152
358665075,The Old Red Lion,51.48944,-0.1050675,ChIJlS8E5ZkEdkgRnmw7DgSyQL0,"42 Kennington Park Rd, London",2,4.5,"bar,restaurant,food,point_of_interest,establishment",548
359078081,Three Horseshoes,51.4379556,-0.4208056,ChIJVYMBJ3lzdkgRjpZYDuF0PE8,"1 Sunbury Rd, Feltham",2,3.8,"bar,point_of_interest,establishment",147
359239084,Watermans Richmond,51.459371,-0.307122,ChIJW6LQDkcMdkgRTOa6Ch9iq5c,"10 Water Ln, Richmond",,4,"bar,restaurant,food,point_of_interest,establishment",111
359733084,"The White Horse, Richmond",51.4615325,-0.2961348,ChIJMduKhToMdkgRQdCKZcKmlT4,"Worple Way, Richmond",2,4.3,"bar,point_of_interest,establishment",392
360286000,The Comedy Pub,51.5097421,-0.1319135,ChIJ49lj680EdkgRsIZ3vLs_8tk,"7 Oxendon St, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",907
360458075,St Christopher's Inn Pub,51.5036811,-0.0910131,ChIJl4WqN_4DdkgRzUJWYPcRq-U,"121 Borough High St, London",,4.5,"bar,point_of_interest,establishment",147
361833088,Green Man,51.5236481,-0.1431789,ChIJ9QeapNcadkgRVtL8w5z9oOk,"383 Euston Rd, London",2,4.1,"bar,point_of_interest,establishment",1063
362088075,The Surrey Docks,51.4930328,-0.0464699,ChIJKxxLPuACdkgR4iqMjJ1Ty2M,"185 Lower Rd, London",1,4,"bar,point_of_interest,establishment",1264
362446075,The Man of Kent,51.4648014,-0.058797,ChIJU0Yzea8DdkgR8ZyCaXmvBD0,"4 Nunhead Green, London",,4.4,"bar,restaurant,food,point_of_interest,establishment",55
362506075,The Montpelier,51.467688,-0.0703,ChIJBdJ1rZgDdkgRD1UhE2S44xo,"43 Choumert Rd, London",2,4.3,"bar,point_of_interest,establishment",546
362720075,The Royal Oak,51.5001167,-0.0914361,ChIJi37021gDdkgRWgiRo3MKIXk,"44 Tabard St, London",1,4.5,"bar,restaurant,food,point_of_interest,establishment",523
362984075,The Salt Quay,51.5046387,-0.0474693,ChIJhwNp3icDdkgRZ0eKNc_cQP0,"163 Rotherhithe St, London",2,3.8,"bar,point_of_interest,establishment",1591
363086088,Angie's Free House,51.5230556,-0.2008333,ChIJZVc33hoQdkgRs9TqDlUO4jo,"33-35 Woodfield Pl, London",1,4.5,"bar,point_of_interest,establishment",179
366880081,The Red Lion,51.4735105,-0.3340589,ChIJHSAw7AENdkgRt7l4atLjnxk,"92-94 Linkfield Rd, Isleworth",2,4.4,"bar,point_of_interest,establishment",185
369986053,Sebright Arms,51.6562393,-0.2077659,ChIJOyY1u5YXdkgR1-Clmv-58yo,"9 Alston Rd, Barnet",2,4.3,"bar,point_of_interest,establishment",88
370744053,The Gate,51.642039,-0.242423,ChIJ9chhCVYWdkgRRnV_LF-xp7g,"Barnet Rd, Barnet",2,4.4,"bar,restaurant,food,point_of_interest,establishment",1204
371185081,The Swan Inn,51.46894,-0.324242,ChIJob7zdVQMdkgRrJuuqGKCWkg,"Swan St, Isleworth",,4.2,"lodging,bar,point_of_interest,establishment",264
372481065,The Torch,51.5649109,-0.277284,ChIJ786nhnwRdkgRkj6ehDWY2o4,"1-5 Bridge Rd, Wembley Park, Wembley",2,3.9,"bar,point_of_interest,establishment",1020
377197081,The Pilot,51.4903211,-0.2777179,ChIJe-KpQnQOdkgRT6pmVUNzEfo,"56 Wellesley Rd, London",2,4.2,"bar,point_of_interest,establishment",629
377212081,The Rising Sun,51.4759174,-0.3318531,ChIJpfig4wANdkgRKI8NuXLLZIw,"407 London Rd, Isleworth",2,4.3,"bar,restaurant,food,point_of_interest,establishment",252
377214081,Coach & Horses,51.4794825,-0.320176,ChIJy_HNXq4NdkgRIy7QqQHdGSs,"183 London Rd, Isleworth",2,4.2,"bar,restaurant,food,point_of_interest,establishment",826
377216081,Northumberland Arms,51.4822457,-0.312784,ChIJhZ6rvbANdkgRiD7vznoLIwY,"11 London Rd, Brentford",2,4.2,"bar,point_of_interest,establishment",86
377267081,Packhorse & Talbot,51.4925056,-0.2546207,ChIJr-amk0AOdkgRmK_PRbZWVhQ,"145 Chiswick High Rd, London",2,4.1,"bar,point_of_interest,establishment",555
377330081,Milford Arms,51.473817,-0.3450684,ChIJ1TE3vh0NdkgR4ohHfxv2rjM,"574 London Rd, Isleworth",,4.2,"lodging,bar,restaurant,food,point_of_interest,establishment",241
377350081,Keg and Cask Pub,51.4726864,-0.3860549,ChIJJ_ibG6VzdkgRWr2WyDgpHMI,"286 Bath Rd, Hounslow",,3.8,"bar,point_of_interest,establishment",101
377523081,The Old Pack Horse,51.4928789,-0.2666347,ChIJWaAb22wOdkgRViiNQ_kMYOU,"434 Chiswick High Rd, London",2,4.3,"bar,point_of_interest,establishment",804
377681081,The Sun,51.4665963,-0.3621858,ChIJGcUyKNoMdkgRiRtJK31_4X0,"148 Hanworth Rd, Hounslow",2,4.3,"bar,restaurant,food,point_of_interest,establishment",406
377683081,The Cross Lances,51.4643191,-0.3648547,ChIJHwD_fNAMdkgR9eK-_KbEwRU,"236 Hanworth Rd, Hounslow",,4.3,"park,bar,point_of_interest,establishment",127
377726081,The Royal Oak,51.4670778,-0.3407755,ChIJb48nnvwMdkgR_Tm8f-3MrTY,"128 Worton Rd, Isleworth",2,4.4,"bar,restaurant,food,point_of_interest,establishment",429
378285081,The Black Horse,51.4779512,-0.3629677,ChIJv662DSYNdkgR-CgGIDynamc,"203 Lampton Rd, Hounslow",2,4.1,"bar,point_of_interest,establishment",331
378635081,The Black Dog Beer House,51.4856143,-0.3018468,ChIJt4YEWMYNdkgR9i4NHSc36ao,"17 Albany Rd, Brentford",2,4.7,"bar,restaurant,food,point_of_interest,establishment",401
378667081,The Load of Hay - Galicja,51.4545822,-0.4257113,ChIJNXNj-6BzdkgRfvez7Z3VB7I,"330 Staines Rd, Feltham",2,4.2,"bar,restaurant,food,point_of_interest,establishment",196
378712081,The Griffin,51.4870949,-0.3029717,ChIJCdrvH8cNdkgRgz0aY5GRGY0,"Brook Rd S, Brentford",2,4.6,"park,bar,restaurant,food,point_of_interest,establishment",399
378756081,The Princess Royal,51.4880155,-0.3009209,ChIJdxcGtMYNdkgRvp97eX6Kbk8,"107 Ealing Rd, Brentford",2,3.6,"bar,point_of_interest,establishment",133
378775081,The Lord Nelson,51.491296,-0.308549,ChIJwxCCrL8NdkgR5hoFbLDDLkE,"9-11 Enfield Rd, Brentford",2,4.3,"bar,restaurant,food,point_of_interest,establishment",256
378787081,The Watermans Arms,51.4847031,-0.3014617,ChIJhz-eQcYNdkgRG2K59yaSc_E,"1 Ferry Ln, Brentford",,4.2,"bar,point_of_interest,establishment",157
379106053,Kings Head,51.6533848,-0.2008239,ChIJQbue2I8XdkgREZHXmlv3rpw,"84 High St, Chipping Barnet, Barnet",,4,"bar,point_of_interest,establishment",62
379171081,The Six Bells,51.482353,-0.311153,ChIJlTyZTbcNdkgR-Scn5PjiKqg,"148 High St, Brentford",2,4.1,"bar,restaurant,food,point_of_interest,establishment",117
381377081,London Apprentice,51.4711111,-0.3208333,ChIJQ052GFMMdkgRL0X_w5W3q1I,"62 Church St, Isleworth",2,4.2,"bar,point_of_interest,establishment",897
382157081,Punjabi Karahi,51.4754557,-0.3598659,ChIJE46G3SYNdkgRTGMu3fZLf9k,"198 Kingsley Rd, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",132
382242081,Chef & Brewer Pub Co,51.4845621,-0.2780415,ChIJwX_IFHcOdkgR3JddQMOewq8,London,,4.2,"bar,point_of_interest,establishment",17
382366081,The George & Devonshire,51.4864287,-0.2519677,ChIJz432ze6w2EcRlLmNfr48OHE,"8 Burlington Ln, London",2,4.2,"bar,point_of_interest,establishment",233
384108084,The Sun Inn,51.4641667,-0.3022222,ChIJ1-5UCDcMdkgRgG9L30dQ4b0,"17 Parkshot, Richmond",2,4.2,"bar,point_of_interest,establishment",393
385963084,Barmy Arms,51.446405,-0.3258743,ChIJredGgWEMdkgRSFoaXBfAN6U,"The Embankment, Twickenham",2,4.1,"bar,point_of_interest,establishment",898
386060084,The Three Kings,51.4453836,-0.3318625,ChIJc9tEdokMdkgRFb22P9cklco,"42 Heath Rd, Strawberry Hill, Twickenham",NA,4.4,"bar,restaurant,food,point_of_interest,establishment",251
386124053,Public Bar,51.6581664,-0.2043766,ChIJb20zyJMXdkgRkaBRbrKufmc,Barnet,,0,"bar,point_of_interest,establishment",0
386279081,Town Wharf,51.469164,-0.322198,ChIJA7v1dVQMdkgROwpFlBRk2lQ,"Swan St, Old, Isleworth",1,4.2,"bar,point_of_interest,establishment",258
387434084,The Sussex Arms,51.4440622,-0.3457717,ChIJC6FBLpEMdkgROYMvO4swEd8,"15 Staines Rd, Twickenham",2,4.5,"bar,restaurant,food,point_of_interest,establishment",881
387437084,The Fountain Beefeater,51.43914,-0.360329,ChIJN1YRiKQMdkgRozlNeNCtoww,"Corner Sixth Cross &, Staines Rd, Twickenham",2,3.7,"bar,restaurant,food,point_of_interest,establishment",828
387805088,Cock & Bottle,51.5153961,-0.1975963,ChIJA3ljhQIQdkgRA33c922UUwI,"Cock & Bottle, 17 Needham Rd, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",376
387902084,The Sun Inn,51.4735655,-0.2473874,ChIJLY2cEFgOdkgRatcIM9383k4,"7 Church Rd, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",488
387962084,The Stag's Head Barnes,51.465809,-0.2521816,ChIJuxIuYvEOdkgRpmZDHhXC8V0,"24 Priests Bridge, London",,4.5,"bar,restaurant,food,point_of_interest,establishment",111
388118084,The Ship,51.4711757,-0.2681062,ChIJK_gHR4gOdkgRPsVdDjsX6f0,"10 Thames Bank, London",2,3.8,"bar,point_of_interest,establishment",440
388191084,The Hare and Hounds,51.464996,-0.264649,ChIJb4Doho4OdkgRAoC--Tp9QU0,"216 Upper Richmond Rd W, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",449
389174065,The Preston,51.56969,-0.295272,ChIJ4fAHKcUTdkgRUGEBAHjnJnM,"161 Preston Rd, Wembley",1,4.2,"bar,restaurant,food,point_of_interest,establishment",867
398256065,Grand Junction Arms,51.5344627,-0.2605417,ChIJoVIpwOoRdkgRnRzuhoyMuHI,"Acton Ln, London",2,4.3,"bar,point_of_interest,establishment",958
401216065,Rising Sun,51.5454852,-0.2303354,ChIJI--35U0QdkgRpqcHm1BzH10,"25 Harlesden Rd, London",1,4.3,"bar,point_of_interest,establishment",116
402080065,Royal Oak,51.5362208,-0.2450001,ChIJT9Oy1rcRdkgRKiIuZ2n7oGg,"95 High Street Harlesden, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",428
404734053,The Arkley,51.652517,-0.219536,ChIJuzhURAAYdkgRzsoR-aPGsHE,"Barnet Rd, Arkley, Barnet",2,4,"bar,restaurant,food,point_of_interest,establishment",486
405739053,Prince Of Wales Barnet,51.6421359,-0.163178,ChIJ0cfj0UoYdkgRxGYb7EmcAhM,"Church Hill Rd, East Barnet, London, Barnet",2,4.1,"bar,restaurant,food,point_of_interest,establishment",319
406017053,Chandos Arms,51.5932063,-0.2553248,ChIJE4khhTYRdkgRDvgovynoRpM,"31 Colindale Ave, London",2,4.3,"bar,point_of_interest,establishment",438
406497053,THE RAILWAY TAVERN,51.6500605,-0.1746137,ChIJe3X0WzAYdkgRAi_NUF1bLgE,"3 E Barnet Rd, New Barnet, Barnet",2,4.2,"bar,point_of_interest,establishment",169
406762053,The Rising Sun Mill Hill,51.62714,-0.241716,ChIJB9gHieMWdkgRTv7UX0KtSes,"137 Marsh Ln, London",NA,4.5,"bar,restaurant,food,point_of_interest,establishment",213
406925053,Queens Arms,51.646634,-0.1881878,ChIJx7cXoTEYdkgRZDAdMBYOwj8,"Great N Rd, New Barnet",1,4.2,"bar,point_of_interest,establishment",155
406945053,The Old White Lion,51.5866094,-0.164434,ChIJIb6wZj0adkgRC-FmcO1h3PI,"121 Great N Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",743
406991053,Railway Tavern,51.6166667,-0.2594802,ChIJ74cug8AWdkgRGSq-AFvstmk,"Hawkins Cl, London",,4.4,"bar,point_of_interest,establishment",36
407438065,The Black Horse,51.560501,-0.329337,ChIJAdP84EsSdkgRI3P7NBT2Nfw,"Harrow Rd, Wembley, Greater London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",680
408691053,The Lord Nelson,51.6524658,-0.2099817,ChIJgXb2kZcXdkgRLkjYodCWa1c,"14 W End Ln, Barnet",2,4.5,"bar,point_of_interest,establishment",69
409403053,The Moon Under Water,51.5873989,-0.2510259,ChIJlaiUYzoRdkgRWeG8c3vKCao,"10 Varley Parade, London",1,4.1,"bar,point_of_interest,establishment",682
409509053,The Railway Bell,51.650381,-0.173009,ChIJHYRQ6zAYdkgRKaiVysuxzDo,"13 E Barnet Rd, East Barnet, London, Barnet",1,4.1,"bar,point_of_interest,establishment",687
410600088,The Ship,51.5203528,-0.1408278,ChIJdXr4_ikbdkgRVbZD6xGynQk,"134 New Cavendish St, London",2,4.2,"bar,point_of_interest,establishment",228
411503053,Lord Kitchener,51.6497966,-0.1710568,ChIJb_ejMjcYdkgROVBkN-kOJ3k,"49 E Barnet Rd, East Barnet, New Barnet, London, Barnet",2,4.4,"bar,restaurant,food,point_of_interest,establishment",72
412269084,Adelaide,51.4236687,-0.3346131,ChIJ8x6A4HsLdkgRpdewkMSjcaA,"57 Teddington Park Rd, Teddington",2,4.4,"bar,point_of_interest,establishment",315
416497071,Joiners Arms,51.4632425,-0.0107968,ChIJ97HiunoCdkgRM1-BFLB5t-k,"66 Lewisham High St, London",2,4.4,"bar,point_of_interest,establishment",128
417127071,The Prince of Wales Pub Forest Hill,51.4336792,-0.0424404,ChIJ044eqskDdkgRykfbESyB5oA,"52 Perry Rise, London",1,4.4,"bar,point_of_interest,establishment",55
417271071,All Inn One,51.438474,-0.0526717,ChIJmYDU1dMDdkgRP1-kuwZ4jhs,"53 Perry Vale, London",,4.3,"lodging,bar,point_of_interest,establishment",155
417350071,The Honor Oak Pub,51.443247,-0.042248,ChIJi2edJTICdkgR25Q88_BrBwk,"1 St German's Rd, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",633
417465071,Brockley Jack,51.4534988,-0.0383422,ChIJi0hYtkkCdkgRN1NeyRUMk2s,"408 Brockley Rd, London",1,3.9,"bar,point_of_interest,establishment",428
417708071,The Pavilion,51.4267142,-0.0548445,ChIJRYnwZXwBdkgRRlflfvrsm-I,"325 Kirkdale, London",1,4.2,"bar,point_of_interest,establishment",127
420247053,Tally Ho,51.6141139,-0.1765499,ChIJUQY0bO8ZdkgRDT4eYLqUtAc,"749 High Rd, London",1,3.9,"bar,restaurant,food,point_of_interest,establishment",909
424725088,Angel In The Fields,51.5180556,-0.1513889,ChIJF-a5Z9IadkgRXm0Xy3CGA1Q,"37 Thayer St, London",1,4.3,"bar,point_of_interest,establishment",618
425090088,The Ordnance Arms,51.5358119,-0.1715015,ChIJt1w49r0adkgRvlnnYLVLgD0,"29 Ordnance Hill, London",,4.2,"bar,point_of_interest,establishment",279
425106088,The Clifton,51.5359014,-0.1851618,ChIJHzZ71aEadkgRKajagbND7h8,"96 Clifton Hill, London",2,4.5,"bar,restaurant,food,point_of_interest,establishment",322
425114088,The Trader's Inn,51.5237047,-0.170162,ChIJF9VZMbcadkgRb4puqOTVG-8,"52 Church St, London",,4.3,"bar,point_of_interest,establishment",56
425493088,Blue Posts,51.5128824,-0.1394108,ChIJKZC6DNUEdkgRnn2_RnPL53w,"18 Kingly St, London",2,4,"bar,point_of_interest,establishment",573
425498088,"Yorkshire Grey, Fitzrovia",51.5189633,-0.1413849,ChIJ12Bp89UadkgRSlUCQIgc6wM,"46 Langham St, London",1,4.3,"bar,point_of_interest,establishment",401
425687088,The Chapel,51.5198455,-0.1662128,ChIJa-rw3bUadkgRnGR2kYCSC5I,"48 Chapel St, London",2,4.1,"bar,point_of_interest,establishment",561
425704088,The Bok Bar,51.5183835,-0.1547981,ChIJ8dU-us0adkgRKgrz6JzMCsc,"56 Blandford St, London",2,3.7,"bar,point_of_interest,establishment",134
425733088,"The Jugged Hare, Victoria",51.4930542,-0.13825,ChIJywcPZOAEdkgRYsCyKN4W3Qk,"172 Vauxhall Bridge Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",716
427362088,"The Windmill, Mayfair",51.5124054,-0.1422519,ChIJfZ_tiioFdkgRIlznzd6uZTg,"6-8 Mill St, London",2,4.4,"bakery,bar,restaurant,food,point_of_interest,store,establishment",1227
431342088,The Market Tavern,51.5061668,-0.1468149,ChIJKZwpMy8FdkgRhi80CO1uOm4,"7 Shepherd St, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",360
434806081,"The Black Horse, Greenford",51.5476646,-0.3445689,ChIJWz3IC-USdkgR8y3WzO9o9qU,"425 Oldfield Ln N, Greenford",2,4.2,"bar,restaurant,food,point_of_interest,establishment",572
435625081,The Scotsman Pub Restaurant,51.502066,-0.394207,ChIJUf_wFrtydkgRVSJGmqp3SOY,"96 Scotts Rd, Southall",2,4.2,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",312
435626081,The Castle Inn,51.5062005,-0.3053848,ChIJs42p0fINdkgRjnbxqt0HqGk,"36 St Mary's Rd, London",2,4.3,"bar,point_of_interest,establishment",268
435627081,"The Castle, Acton",51.5224492,-0.2586282,ChIJW_1bf-cRdkgRhxRbbYyU38I,"Victoria Rd, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",755
